Artist,Track,Year,Chords
TLC,No Scrubs,1999,"['Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em', 'Am7', 'C', 'B', 'Em']"
Maxwell,Fortunate,1999,"['D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7', 'D#m7', 'Fm7', 'A#m7']"
Shania Twain,That Don't Impress Me Much,1999,"['Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G']"
Backstreet Boys,I Want It That Way,1999,"['Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'D', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'D', 'G', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'G', 'Em', 'D', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'D', 'G', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'G', 'Em', 'B', 'Em', 'G/D', 'C', 'Am', 'D', 'Em', 'G/D', 'C', 'D', 'Em', 'D', 'Em', 'Em', 'D', 'Em', 'Em', 'Cmaj7', 'G', 'Em', 'D', 'D', 'E', 'F#m', 'D', 'E', 'F#m', 'D', 'E', 'A', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'D', 'E', 'F#m', 'D', 'E', 'A', 'F#m', 'E', 'A', 'D', 'E', 'F#m', 'E', 'F#m', 'D', 'E', 'A', 'F#m', 'E', 'A', 'F#m', 'E', 'A']"
Cher,Believe,1999,"['F', 'C', 'Gm', 'Bb', 'F', 'Am', 'Gm', 'Dm', 'F', 'Fmaj7', 'Am', 'Bb', 'C', 'F', 'Fmaj7', 'Am', 'Bb', 'C', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Dm', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Dm', 'F', 'Fmaj7', 'Am', 'Bb', 'C', 'F', 'Fmaj7', 'Am', 'Bb', 'C', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Dm', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Dm', 'Dm', 'C', 'Dm', 'C', 'Bb', 'C', 'Bb', 'Gm', 'C', 'F', 'C', 'Gm', 'Bb', 'F', 'Am', 'Gm', 'Dm', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Dm', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Dm', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Dm']"
Tim McGraw,Please Remember Me,1999,"['Am', 'G', 'F', 'C', 'G', 'F', 'C', 'Am', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'G/B', 'C', 'E7', 'F', 'F', 'F', 'C', 'G', 'F', 'C', 'Am', 'G', 'F', 'C', 'G', 'F', 'C', 'Am', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'G/B', 'C', 'E7', 'F', 'F', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'G', 'Am', 'G', 'F', 'G', 'G/B', 'C', 'G/B', 'Am', 'F', 'C/B', 'C', 'G', 'F', 'C']"
98 Degrees,The Hardest Thing,1999,"['A', 'Bm', 'E', 'D', 'A', 'Bm', 'E', 'D', 'A', 'Bm', 'E', 'D', 'E', 'Bm', 'D', 'E', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'Bm', 'D', 'E', 'A', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'Am', 'Bm', 'E', 'D', 'E', 'Bm', 'D', 'E', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D']"
Case,Happily Ever After,1999,"['D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'Bm', 'A', 'G', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'D', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'Bm', 'A', 'G', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'D', 'Bm', 'A', 'G', 'D', 'Bm', 'A', 'G', 'Bm', 'G', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'Bm', 'A', 'G', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'D']"
Lenny Kravitz,Fly Away,1999,"['A', 'B', 'C', 'G', 'D', 'A', 'B', 'C', 'G', 'D', 'A', 'B', 'C', 'G', 'D', 'A', 'B', 'C', 'G', 'D', 'A', 'B', 'C', 'G', 'D', 'A', 'B', 'C', 'G', 'D', 'A', 'B', 'C', 'G', 'D', 'A', 'B', 'C', 'G', 'D', 'A', 'B', 'C', 'G', 'D', 'A', 'B', 'C', 'G', 'D']"
Monica,Angel Of Mine,1999,"['F', 'F', 'G', 'Am', 'Bm', 'C', 'Em', 'F', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'Bm', 'C', 'Em', 'F', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'Bm', 'C', 'Em', 'F', 'F', 'Em', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'Bm', 'C', 'Em', 'F', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'Bm', 'C', 'Em', 'F', 'F', 'Em', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'Bm', 'C', 'Em', 'F', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'C', 'Em', 'C', 'F/E', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'Bm', 'C', 'Em', 'F', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'Bm', 'C', 'Em', 'F', 'F', 'Em', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'Bm', 'C', 'Em', 'F']"
Backstreet Boys,All I Have To Give,1999,"['F', 'G', 'Am7', 'F', 'G', 'Em', 'F', 'F', 'G', 'Am7', 'F', 'G', 'Em', 'F', 'F', 'G', 'B/G', 'C', 'Dm', 'G', 'Em', 'F', 'F', 'G', 'Am7', 'F', 'G', 'Em', 'F', 'F', 'G', 'B/G', 'C', 'Dm', 'G', 'Em', 'F', 'F', 'G', 'Am7', 'F', 'G', 'Em', 'F', 'F', 'G', 'B/G', 'C', 'Dm', 'G', 'F', 'G', 'Am7', 'F', 'G', 'Em', 'F', 'F', 'G', 'B/G', 'C', 'Dm', 'G', 'Em', 'F', 'F', 'G', 'Am7', 'F', 'G', 'Em', 'F', 'F', 'G', 'B/G', 'C', 'Dm', 'G', 'Em', 'F', 'F', 'G', 'Am7', 'F', 'G', 'Em', 'F', 'F', 'G', 'B/G', 'C', 'Dm', 'G', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'G', 'Am7', 'F', 'G', 'Em', 'F', 'F', 'G', 'B/G', 'C', 'Dm', 'G', 'F', 'G', 'Am7', 'F', 'G', 'Em', 'F', 'F', 'G', 'B/G', 'C', 'Dm', 'G', 'F', 'G', 'Am7', 'F', 'G', 'Em', 'F']"
matchbox 20,Back 2 Good,1999,"['D', 'C', 'C+9', 'G', 'A', 'Bm', 'D', 'C+9', 'D', 'C+9', 'D', 'C+9', 'D', 'C+9', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'G', 'G', 'G', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'G', 'G', 'G', 'D', 'C', 'D', 'C', 'G', 'A', 'D', 'G', 'G', 'A', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'G', 'A', 'D', 'G', 'G', 'G', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'G', 'G', 'G', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'G', 'G', 'G', 'D', 'C', 'D', 'C', 'G', 'A', 'D', 'G', 'G', 'A', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'G', 'A', 'D', 'G', 'G', 'G', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'C', 'G', 'A', 'D', 'G', 'G', 'A', 'D', 'G', 'G', 'A', 'D', 'G', 'G', 'G', 'A', 'D', 'G', 'D', 'C', 'D', 'C', 'D', 'C', 'G', 'A', 'D', 'G', 'G', 'A', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'G', 'A', 'D', 'G', 'G', 'G', 'G', 'D', 'C', 'D', 'C', 'D']"
Shania Twain,Man! I Feel Like A Woman!,1999,"['A', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'G', 'A', 'E', 'C#m', 'A', 'E', 'C#m', 'A', 'F#m7', 'A', 'D', 'A', 'D', 'A', 'G', 'A', 'E', 'C#m', 'A', 'E', 'C#m', 'A', 'F#m7', 'G', 'D', 'A', 'G', 'D', 'A', 'E', 'G', 'A', 'E', 'C#m', 'A', 'E', 'C#m', 'A', 'F#m7', 'A', 'G', 'D', 'A']"
Fatboy Slim,Praise You,1999,"['F', 'C', 'G', 'Dm', 'C', 'Dm', 'C', 'Dm', 'C', 'Dm', 'C']"
Martina McBride,Whatever You Say,1999,"['D', 'G', 'D', 'G', 'D', 'C', 'G', 'D', 'D', 'C', 'G', 'D', 'D', 'C', 'G', 'D', 'D', 'C', 'G', 'D', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A', 'A', 'G', 'D', 'D', 'C', 'G', 'D', 'D', 'C', 'G', 'D', 'A', 'A', 'G', 'D', 'D', 'G', 'D', 'G', 'D', 'G', 'E', 'A', 'D', 'G', 'B', 'E']"
Britney Spears,...Baby One More Time,1999,"['Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'F', 'G', 'C', 'Dm', 'E', 'Am', 'Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'F', 'G', 'C', 'Dm', 'E', 'Am', 'Am', 'E', 'C', 'Dm', 'E', 'F', 'G', 'Dm', 'F', 'G', 'Am', 'E', 'C', 'Dm', 'E', 'F', 'G', 'F', 'Dm', 'G', 'G#dim', 'Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'F', 'G', 'C', 'Dm', 'E', 'Am', 'E', 'C', 'Dm', 'E', 'Am', 'E', 'F', 'G', 'C', 'Dm', 'E']"
Collin Raye,Anyone Else,1999,"['F', 'Bb', 'Gm', 'C', 'F', 'Bb', 'Gm', 'C', 'Bb', 'F', 'Bb', 'F', 'Bb', 'C', 'Gm', 'Bb', 'Gm', 'C', 'C', 'Em', 'Bb', 'C', 'F', 'Bb', 'Gm', 'C', 'F', 'F', 'Bb', 'Gm', 'C', 'F', 'Bb', 'Gm', 'C', 'Bb', 'F', 'Bb', 'Gm', 'C', 'C', 'Bb', 'F', 'C', 'Bb', 'C', 'Bb', 'C']"
Lonestar,Amazed,1999,"['G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Bb', 'F', 'Gm', 'Eb', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'Eb', 'F', 'G', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Bb', 'F', 'Gm', 'Eb', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'Eb', 'F', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'Eb', 'F', 'G']"
Pearl Jam,Last Kiss,1999,"['G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'G', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'G', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'G', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'G', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'G', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G']"
Cher,Strong Enough,1999,"['Cm', 'Fm', 'Bb', 'Eb', 'Cm', 'Fm', 'Bb', 'Eb', 'Cm', 'Fm', 'Bb', 'Eb', 'Cm', 'Fm', 'Fm', 'G', 'Dm', 'Gm', 'C', 'F', 'Dm', 'Gm', 'C', 'A', 'Dm', 'Gm', 'C', 'F', 'Dm', 'Gm', 'C', 'A', 'Dm', 'Gm', 'C', 'F', 'Dm', 'Gm', 'C', 'F', 'Dm', 'Gm', 'C', 'F', 'Dm', 'Gm', 'C', 'A', 'Dm', 'Gm', 'C', 'F', 'Dm', 'Gm', 'C', 'A', 'Dm', 'Gm', 'C', 'F', 'Dm', 'Gm', 'C', 'A', 'Dm', 'Gm', 'C', 'F', 'Dm', 'Gm', 'C', 'A', 'Em', 'Am', 'D', 'G', 'Em', 'Am', 'D', 'B', 'Em', 'Am', 'D', 'G', 'Em', 'Am', 'D', 'B', 'Em', 'Am', 'D', 'G', 'Em', 'Am', 'D', 'B', 'Em', 'Am', 'D', 'G', 'Em', 'Am', 'D', 'B', 'Em', 'Am', 'D', 'G', 'Em', 'Am', 'D', 'B']"
Kenny Chesney,How Forever Feels,1999,"['Em', 'C', 'D', 'Em', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D']"
Reba,One Honest Heart,1999,"['G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'Am', 'D', 'Am', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'D', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'Am', 'D', 'Am', 'D', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'D', 'Em', 'D', 'G', 'C', 'Em', 'D', 'C', 'Cm', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'D', 'Am', 'D', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G']"
Total,Sitting Home,1999,"['G', 'B7', 'C', 'A', 'G', 'B7', 'C', 'A', 'G', 'E', 'G', 'E', 'G', 'A', 'G', 'E', 'G', 'B7', 'C', 'A', 'G', 'B7', 'C', 'A', 'G', 'E', 'G', 'E', 'G', 'A', 'G', 'E', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'F', 'D', 'G', 'B7', 'C', 'A', 'G', 'B7', 'C', 'A', 'G', 'E', 'G', 'E', 'G', 'A', 'G', 'E']"
Chely Wright,Single White Female,1999,"['E', 'A', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'C#m', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'C#m', 'A', 'E', 'A', 'B', 'C#m', 'A', 'B', 'E', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'C#m', 'A', 'B', 'E', 'A', 'A', 'B', 'C#m', 'A', 'B']"
Silkk The Shocker Featuring Mystikal,It Ain't My Fault 1 & 2,1999,"['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'Am', 'Em', 'F', 'Am', 'G/B', 'C', 'Em', 'F', 'Am', 'Em', 'F', 'Am', 'G/B', 'C', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'Am', 'Em', 'F', 'Am', 'G/B', 'C', 'Em', 'F', 'Am', 'Em', 'F', 'Am', 'G/B', 'C', 'Em', 'Am', 'Am', 'Am', 'G/B', 'C', 'Am', 'G/B', 'C', 'Fm/C', 'G', 'E/G#', 'Am', 'F', 'Am', 'Em', 'F', 'Am', 'G/B', 'C', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am']"
SHeDAISY,Little Good-Byes,1999,"['G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'Em', 'A7', 'Em', 'D', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'Em', 'A7', 'Em', 'D', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'Em', 'A7', 'Em', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'G', 'F', 'C', 'D', 'G', 'F', 'C', 'D', 'G', 'F', 'C', 'D', 'G', 'F', 'C', 'D', 'G']"
John Michael Montgomery,Hello L.O.V.E.,1999,"['G', 'C', 'G', 'D', 'G', 'C', 'G', 'G', 'C', 'D', 'G', 'G', 'D', 'C', 'D', 'G', 'C', 'D', 'G', 'C', 'Em', 'D', 'G', 'G', 'D', 'C', 'D', 'C', 'G', 'D', 'C', 'G', 'Bm', 'C', 'G', 'C', 'G', 'D', 'G', 'C', 'G', 'G', 'C', 'G', 'D', 'G', 'C', 'G', 'G', 'C', 'D', 'G', 'G', 'D', 'C', 'D', 'G', 'C', 'D', 'G', 'C', 'Em', 'D', 'G', 'G', 'D', 'C', 'D', 'C', 'G', 'D', 'C', 'G', 'Bm', 'C', 'G', 'C', 'G', 'D', 'G', 'Bm', 'C', 'G', 'C', 'G', 'G', 'C', 'G', 'D', 'G', 'C', 'G']"
Madonna,Beautiful Stranger,1999,"['C', 'G', 'D', 'F', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'G', 'F', 'A', 'G', 'F', 'A', 'D', 'C', 'G', 'A7', 'A', 'A7', 'A', 'D', 'C', 'G', 'A7', 'A', 'A7', 'A', 'C', 'G', 'D', 'F', 'A', 'C', 'G', 'D', 'F', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'G', 'F', 'A', 'G', 'F', 'A', 'D', 'C', 'G', 'A7', 'A', 'A7', 'A', 'G', 'F', 'A', 'G', 'F', 'A', 'D', 'C', 'G', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'C', 'G', 'D', 'F', 'A', 'C', 'G', 'D', 'F', 'A']"
Randy Travis,Stranger In My Mirror,1999,"['G', 'C', 'A/C#', 'D', 'G', 'D', 'G', 'D', 'D', 'D7', 'G', 'G', 'G7', 'C', 'A/C#', 'D', 'D', 'D7', 'G', 'D', 'D7', 'G', 'D', 'D7', 'G', 'G7', 'C', 'G', 'D/F#', 'Em', 'A7sus4', 'A7', 'D', 'D7', 'G', 'D', 'D7', 'G', 'D', 'G', 'D', 'D7', 'G', 'D', 'D7', 'G', 'G7', 'C', 'G', 'D/F#', 'Em', 'A7sus4', 'A7', 'D', 'D7', 'D', 'D7', 'G', 'G', 'C', 'A/C#', 'D', 'G']"
'N Sync,I Drive Myself Crazy,1999,"['A', 'C', 'B', 'A', 'E/G#', 'F#m', 'E', 'D', 'Bm', 'D/F#', 'A/C#', 'FM7', 'Em', 'Am', 'Dm', 'B', 'F#', 'G#m', 'B/Eb', 'F#', 'Bb', 'A', 'E/G#', 'D/F#', 'E', 'D', 'D', 'Bm', 'F#m', 'E', 'A', 'Bm', 'F#m', 'E', 'Bm', 'F#m', 'E', 'A', 'Bm', 'F#m', 'E', 'D', 'E', 'D/F#', 'E/G#', 'A', 'E', 'D/F#', 'E/G#', 'D/F#', 'E/G#', 'D/F#', 'E/G#', 'A', 'E', 'D/F#', 'E/G#', 'D', 'A/C#', 'Bm', 'A/C#', 'D', 'A/C#', 'Bm', 'E', 'Bm', 'F#m', 'E', 'A', 'Bm', 'F#m', 'E', 'Bm', 'F#m', 'E', 'A', 'Bm', 'F#m', 'E', 'D', 'E', 'D/F#', 'E/G#', 'FM7', 'Em', 'Am', 'FM7', 'Em', 'Am', 'Dm', 'E', 'D', 'E', 'D/F#', 'E/G#', 'D', 'A', 'D', 'E', 'D/F#', 'E/G#', 'B', 'E', 'F#', 'B', 'F#', 'E/G#', 'F#', 'Bb', 'E/G#', 'F#', 'Bb', 'E/G#', 'F#', 'Bb', 'B', 'F#', 'E/G#', 'F#', 'Bb', 'E', 'B/Eb', 'C#m', 'B/Eb', 'B', 'F#', 'E/G#', 'F#', 'Bb', 'E/G#', 'F#', 'Bb', 'E/G#', 'F#', 'Bb', 'B', 'F#', 'E/G#', 'F#', 'Bb', 'E', 'B/Eb', 'C#m', 'B/Eb', 'E', 'B/Eb', 'C#m', 'F#', 'B']"
Creed,One,1999,"['C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'B', 'F#', 'C#', 'G#', 'B', 'F#', 'C#', 'G#', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'B', 'F#', 'C#', 'G#', 'B', 'F#', 'C#', 'G#', 'Bsus2', 'F#7add4', 'C#sus2', 'G#sus4', 'B', 'F#', 'C#', 'G#', 'B', 'F#', 'C#', 'G#', 'B', 'F#', 'C#', 'G#']"
Mya,My First Night With You,1999,"['Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'F', 'G', 'Am', 'C', 'Dm', 'Am', 'Am', 'G', 'F', 'F', 'G', 'Am', 'C', 'Dm', 'Am', 'Am', 'G', 'F', 'F', 'G', 'Am', 'C', 'Dm', 'Am', 'Am', 'G', 'F', 'F', 'G', 'Am', 'C', 'Dm', 'Am', 'Dm', 'Am', 'C', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'Em', 'F', 'Dm', 'G', 'C', 'Em', 'F', 'G', 'Dm', 'C', 'G', 'F', 'G', 'Am', 'G', 'F', 'F', 'G', 'Am', 'C', 'Dm', 'Am', 'Am', 'G', 'F', 'F', 'G', 'Am', 'C', 'Dm', 'Am', 'Dm', 'C', 'G', 'Am', 'G', 'F', 'Dm']"
Ginuwine,What's So Different,1999,"['D#m', 'B', 'C#', 'A#', 'B', 'G#', 'B', 'C#', 'D#m']"
Garbage,Special,1999,"['E', 'C#m', 'E', 'C#m', 'F#m', 'B', 'F#m', 'B', 'E', 'C#m', 'E', 'C#m', 'F#m', 'B', 'F#m', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'E', 'C#m', 'E', 'C#m', 'A', 'B', 'A', 'B', 'E', 'C#m', 'E', 'C#m', 'F#m', 'B', 'F#m', 'B', 'A', 'B', 'A', 'B', 'A', 'C#m', 'A', 'B', 'A', 'C#m', 'A', 'C#m', 'A', 'C#m']"
