Artist,Track,Year,Chords
Peggy Lee,Fever,1951,"['Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Bbm', 'Db', 'Ebm', 'Bbm', 'Bbm', 'Db', 'F', 'Bbm', 'Bbm', 'Db', 'Ebm', 'Bbm', 'Bbm', 'Db', 'F', 'Bbm', 'Bm', 'D', 'Em', 'Bm', 'Bm', 'D', 'F#', 'Bm', 'Bm', 'D', 'Em', 'Bm', 'Bm', 'D', 'F#', 'Bm', 'Bm', 'D', 'Em', 'Bm', 'Bm', 'D', 'F#', 'Bm', 'Bm', 'D', 'Em', 'Bm', 'Bm', 'D', 'F#', 'Bm', 'F#', 'Bm', 'F#', 'Bm', 'F#', 'Bm']"
Jimmy Clanton And His Rockets,Just A Dream,1951,"['Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'Am', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em']"
Pat Boone,If Dreams Came True,1951,"['A', 'E', 'A', 'E', 'G#m7', 'F#m7', 'A', 'E', 'A', 'E', 'A', 'E', 'G#m7', 'F#m7', 'A', 'E', 'A', 'E', 'A', 'E', 'G#m7', 'F#m7', 'A', 'E', 'E', 'Emaj7', 'F#m7', 'A', 'E', 'E', 'Emaj7', 'F#m7', 'A', 'E', 'E7', 'A', 'Am', 'E', 'E7', 'A', 'Am', 'F#7', 'Bm', 'F#m', 'C#m', 'G', 'E', 'E', 'Emaj7', 'F#m7', 'A', 'E', 'E', 'Emaj7', 'F#m7', 'A', 'E']"
The Crickets,Think It Over,1951,"['A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'A', 'G', 'E', 'D', 'D', 'C']"
Jimmie Rodgers,Secretly,1951,"['B', 'Gmaj7', 'B', 'Gmaj7', 'E', 'Em', 'Gmaj7', 'B', 'Gmaj7', 'B', 'Gmaj7', 'E', 'Em', 'G#m', 'Ebmaj/G', 'B/F#', 'C#maj/F', 'B', 'Bbm', 'F#', 'E', 'B', 'Bbm', 'C#maj', 'E', 'G#m', 'Ebmaj/G', 'E', 'Bbm', 'F', 'F#', 'Bbm', 'F', 'F#', 'Bbm/Bb', 'Fmaj/A', 'C#/G#', 'Ebmaj/G', 'C#', 'Cm', 'G#', 'F#', 'C#', 'Cm', 'Ebmaj', 'F#', 'Bbm/Bb', 'Fmaj/A', 'F#', 'C#', 'A', 'C#', 'A', 'C#', 'A', 'C#', 'A']"
Big Bopper,Chantilly Lace,1951,"['G', 'C', 'G', 'C', 'C7', 'F', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'C7', 'F', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'C7', 'F', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'C7', 'F', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'C7', 'F', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'C7', 'F', 'C', 'G', 'C']"
Bobby Day,Rock-in Robin,1951,"['G', 'Am', 'D7', 'G', 'G7', 'G', 'G7', 'G', 'G7', 'G', 'G7', 'C', 'G', 'D', 'C', 'G', 'G7', 'G', 'G7', 'G', 'G7', 'G', 'G7', 'C', 'G', 'D', 'C', 'G', 'G7', 'G', 'G7', 'G', 'G7', 'G', 'G7', 'C', 'G', 'D', 'C', 'G', 'G7', 'G', 'G7', 'G', 'G7', 'G', 'G7', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G']"
The Diamonds,Kathy-O,1951,"['D', 'G', 'Am', 'D', 'G', 'C', 'G', 'A', 'D', 'G', 'Am', 'D', 'G', 'G', 'C', 'A', 'D', 'G', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'Am', 'D', 'G', 'C', 'A', 'D', 'G', 'D', 'Em', 'G', 'A', 'D', 'G', 'D', 'Em', 'G', 'D', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'Am', 'D', 'G', 'C', 'A', 'D', 'G', 'D', 'G']"
Gino & Gina,(It's Been A Long Time) Pretty Baby,1951,"['A', 'D', 'A', 'E7', 'A', 'D', 'A', 'D7', 'A', 'E7', 'D', 'A', 'A', 'A', 'A', 'A7', 'D', 'A', 'E7', 'D', 'A', 'A', 'D', 'A', 'E7', 'D', 'A', 'E7', 'D', 'A', 'A', 'A', 'A', 'A7', 'D', 'A', 'E7', 'D7', 'A', 'A', 'D', 'A']"
Dean Martin,Return To Me,1951,"['D', 'A', 'D', 'Em', 'A', 'A7', 'A', 'A7', 'A', 'D', 'A', 'D', 'Em', 'A', 'A7', 'A', 'A7', 'A', 'D', 'G', 'D', 'D7', 'G', 'Em', 'A', 'D', 'E', 'A', 'A7', 'A', 'D', 'Em', 'A', 'A7', 'A', 'A7', 'A', 'D', 'Bm', 'G', 'A', 'A', 'D', 'Em', 'A', 'A7', 'A', 'A7', 'A', 'D', 'G', 'D']"
Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),1951,"['C', 'Dm', 'G7', 'Dm', 'G7', 'C', 'C', 'Em', 'Dm', 'D7', 'Am7', 'Dm', 'G7', 'Dm', 'G7', 'C', 'Am', 'Dm', 'G7', 'C', 'Am', 'Dm', 'G7', 'C', 'Am', 'Em', 'E7', 'Am', 'Fm', 'Bb', 'G7', 'Dm', 'G7', 'C', 'Am', 'Dm', 'G7', 'C', 'Am', 'Dm', 'G7', 'C', 'Dm', 'G7', 'C', 'Am', 'Dm', 'G7', 'C', 'Am', 'Dm', 'G7', 'C', 'Am', 'Em', 'E7', 'Am', 'Fm', 'Bb', 'G7', 'Dm', 'G7', 'C', 'Am', 'Dm', 'G7', 'C', 'Am', 'Dm', 'G7', 'C', 'Dm', 'G7', 'C', 'Am', 'Dm', 'G7', 'C']"
Jack Scott,Leroy,1951,"['E', 'B', 'A', 'E', 'E', 'B', 'A', 'E', 'A', 'B', 'E', 'E7', 'A', 'B', 'E', 'E7', 'A', 'B', 'E', 'E/D#', 'C#m', 'B', 'A', 'B', 'D', 'E', 'D', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'A', 'B', 'E', 'E7', 'A', 'B', 'E', 'E7', 'A', 'B', 'E', 'E/D#', 'C#m', 'B', 'A', 'B', 'D', 'E', 'D', 'E', 'B', 'A', 'E', 'E', 'B', 'A', 'E', 'A', 'B', 'E', 'E7', 'A', 'B', 'E', 'E7', 'A', 'B', 'E', 'E/D#', 'C#m', 'B', 'A', 'B', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'D', 'E']"
Toni Arden,Padre,1951,"['D', 'D', 'D', 'D', 'D', 'G', 'G', 'G', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G7', 'C', 'Cm', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G7', 'C', 'Cm', 'G', 'D7', 'G', 'D7', 'G', 'G7', 'C', 'D7', 'G', 'G', 'G7', 'C', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G7', 'C', 'Cm', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G7', 'C', 'Cm', 'G', 'D7', 'G', 'D7', 'G', 'G7', 'C', 'D7', 'G', 'G', 'G7', 'C', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G', 'D7', 'G']"
The Platters,You're Making A Mistake,1951,"['C', 'Abdim', 'Am', 'Fm', 'B', 'C9', 'F', 'Ddim', 'Fmaj7', 'G/B', 'E7', 'C', 'Abdim', 'Am', 'Fm', 'B', 'Am', 'C9', 'F', 'Ddim', 'Am', 'Abdim', 'Am', 'Fmaj7', 'G/B', 'C', 'Abdim', 'Am', 'Fm', 'B', 'Am', 'C9', 'F', 'Ddim', 'Am', 'Abdim', 'Am', 'Fmaj7', 'G/B', 'C', 'E7', 'Am', 'E7', 'Am', 'A', 'Am', 'Gm', 'Fm', 'Abdim', 'C', 'Abdim', 'Am', 'Fm', 'B', 'Am', 'C9', 'F', 'Ddim', 'Am', 'Abdim', 'Am', 'Fmaj7', 'G/B', 'C', 'Ddim', 'Am', 'Abdim', 'Am', 'F', 'C', 'G/B', 'F', 'F', 'G/B', 'A', 'Am', 'Gm', 'Fm', 'Abdim']"
Jim Backus & Friend,Delicious!,1951,"['B', 'A', 'E', 'B', 'E', 'A', 'E', 'G', 'B', 'A', 'E', 'A', 'B', 'A', 'B', 'A', 'E', 'C', 'B', 'A', 'E', 'B', 'B', 'A', 'E', 'G', 'B', 'A', 'E', 'A', 'B', 'A', 'B', 'A', 'E', 'C', 'B', 'A', 'E', 'B']"
The Four Preps,Big Man,1951,"['E', 'E', 'D', 'A', 'E', 'E', 'E', 'D', 'A', 'E', 'A', 'E', 'A', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'D', 'A', 'E', 'E', 'E', 'D', 'A', 'E', 'E', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'E', 'A', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'D', 'A', 'E', 'A', 'E', 'A', 'E', 'A', 'E', 'A', 'A', 'E', 'A', 'E', 'A', 'E', 'A', 'E', 'A', 'E']"
The Honeycones,Op,1951,"['A', 'A7', 'E7', 'E', 'Dm7', 'D', 'G7', 'G', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'E7', 'E', 'A', 'A', 'A', 'G7', 'G', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'E7', 'E', 'A7', 'A', 'A', 'G7', 'G', 'A', 'A7', 'Dm7', 'D', 'Dm7', 'D', 'Dm7', 'D', 'E7', 'E', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'E7', 'E', 'A7', 'A', 'A', 'G7', 'G', 'A', 'A7', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'A7', 'A', 'E7', 'E', 'A7', 'A', 'A', 'G7', 'G', 'A', 'E7', 'E', 'A7', 'A', 'A', 'G7', 'G', 'A']"
The Playmates,Don't Go Home,1951,"['G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A7sus4', 'D', 'G', 'A7sus4', 'Asus2', 'D', 'A', 'Em7', 'D', 'A', 'Em', 'A', 'D', 'A', 'Bm', 'Em7', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A', 'G', 'A7sus4', 'D', 'G', 'A7sus4', 'Asus2', 'D', 'A', 'Em7', 'D', 'A', 'Em', 'A', 'D', 'A', 'Bm', 'Em7', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'Asus2', 'D', 'A', 'Em7', 'D', 'A', 'Em', 'A', 'D', 'A', 'Bm', 'Em7', 'D', 'A', 'D', 'A', 'Em7', 'D', 'A', 'Em', 'A', 'D', 'A', 'Bm', 'Em', 'D', 'A']"
Frank Gallup,Got A Match?,1951,"['G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A7sus4', 'D', 'G', 'A7sus4', 'Asus2', 'D', 'A', 'Em7', 'D', 'A', 'Em', 'A', 'D', 'A', 'Bm', 'Em7', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A', 'G', 'A7sus4', 'D', 'G', 'A7sus4', 'Asus2', 'D', 'A', 'Em7', 'D', 'A', 'Em', 'A', 'D', 'A', 'Bm', 'Em7', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'Asus2', 'D', 'A', 'Em7', 'D', 'A', 'Em', 'A', 'D', 'A', 'Bm', 'Em7', 'D', 'A', 'D', 'A', 'Em7', 'D', 'A', 'Em', 'A', 'D', 'A', 'Bm', 'Em', 'D', 'A']"
Connie Francis,Stupid Cupid,1951,"['A#', 'D#', 'D#7', 'G#', 'D#', 'A#', 'G#', 'D#', 'A#', 'D#', 'D#', 'D#7', 'G#', 'D#', 'A#', 'G#', 'D#', 'A#', 'D#', 'G#', 'D#', 'G#', 'F', 'A#', 'A#7', 'D#', 'D#7', 'G#', 'D#', 'A#', 'G#', 'D#', 'A#', 'D#', 'G#', 'D#', 'G#', 'F', 'A#', 'D#', 'D#7', 'G#', 'D#', 'A#', 'G#', 'D#', 'A#', 'D#', 'A#', 'G#', 'D#', 'A#', 'D#', 'D#']"
Eydie Gorme,Gotta Have Rain,1951,"['G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'G', 'D', 'Em', 'C', 'G', 'Em', 'Am', 'D', 'C', 'G', 'D', 'G', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'G', 'D', 'Em', 'C', 'G', 'Em', 'Am', 'D', 'C', 'G', 'D', 'G', 'Em', 'C', 'G', 'D', 'G', 'Em', 'C', 'G', 'D', 'Am', 'Em', 'G', 'Em', 'D', 'C', 'Am', 'Em', 'G', 'Am', 'Em', 'D', 'A', 'F#m', 'Bm', 'A', 'E', 'A', 'F#m', 'Bm', 'A', 'E']"
Paul Anka,Midnight,1951,"['G', 'Em', 'C', 'G', 'G', 'Em', 'C', 'G', 'C', 'G', 'D', 'G', 'C', 'Em', 'D', 'C', 'D', 'G', 'G', 'Em', 'C', 'G', 'C', 'G', 'D', 'G', 'C', 'Em', 'D', 'C', 'D', 'G']"
David Seville,The Bird On My Head,1951,"['C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'G7', 'Fmaj7', 'G', 'Fmaj7', 'G', 'C', 'C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'G7', 'Fmaj7', 'G', 'Fmaj7', 'G', 'C']"
Bill Doggett,Blip Blop,1951,"['F', 'C', 'Bb', 'F', 'Bb', 'F', 'C', 'F', 'F', 'C', 'Bb', 'F', 'Bb', 'F', 'C', 'F', 'Dm', 'A7', 'Bb', 'F', 'Bb', 'F', 'C', 'F', 'Dm', 'A7', 'Bb', 'F', 'Bb', 'F', 'C', 'F']"
Jackie Wilson,To Be Loved,1951,"['F', 'Bb', 'Dm', 'Bb', 'Gm', 'Em', 'C', 'F', 'A7', 'Bb', 'G', 'Bbm', 'F', 'Gm', 'G', 'Gm', 'C7', 'F', 'Dm', 'Gm', 'C7', 'F', 'A7', 'Bb', 'Db', 'F', 'Dm', 'Gm', 'C7', 'F', 'Gm', 'Ab', 'F', 'Bb', 'C7/G', 'F', 'Gm', 'C7', 'F', 'F7', 'Bb', 'Bdim7', 'F', 'G', 'Dm', 'G7', 'Gm7', 'C7', 'F', 'A7', 'Bb', 'Db', 'F', 'Dm', 'Gm', 'C7', 'F', 'Dm', 'Gm', 'C7', 'F', 'Dm', 'Gm', 'C7', 'Bb', 'F']"
Kitty Wells,Jealousy,1951,"['A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'E', 'A', 'E', 'A', 'C#m', 'B', 'A', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'E', 'A', 'E', 'A', 'C#m', 'B', 'A', 'A', 'B', 'C#m', 'B', 'E', 'A', 'E', 'A', 'C#m', 'B', 'A', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'E', 'A', 'E', 'A', 'C#m', 'B', 'A', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A']"
Jim Reeves,Blue Boy,1951,"['G6', 'D7', 'Am', 'C', 'Dadd4add9', 'G6', 'D7', 'Am', 'C', 'Dadd4add9', 'G6', 'D7', 'Am', 'C', 'Dadd4add9', 'G6', 'D7', 'Am', 'C', 'Dadd4add9', 'G6', 'D7', 'Am', 'C', 'Dadd4add9', 'G6', 'Am', 'Em', 'G13/F', 'G6', 'Am', 'Em', 'G13/F', 'G6', 'Am', 'Em', 'G13/F', 'G6', 'Am', 'Em', 'G13/F', 'G6', 'D7', 'Am', 'C', 'Dadd4add9', 'G6', 'D7', 'Am', 'C', 'Dadd4add9', 'G6', 'D7', 'Am', 'C', 'Dadd4add9', 'G6', 'D7', 'Am', 'C', 'Dadd4add9', 'G6', 'Am', 'Em', 'G13/F', 'G6', 'Am', 'Em', 'G13/F', 'G6', 'Am', 'Em', 'G13/F', 'G6', 'Am', 'Em', 'G13/F', 'G6']"
The Ames Brothers,Stay,1951,"['C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'F', 'Dm', 'Am', 'F', 'Dm', 'G', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'F', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'F', 'Dm', 'G', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'Am7/G', 'Am', 'Am7/G', 'Am', 'Am7/G', 'F', 'Am', 'Dm', 'Em', 'F', 'Am', 'Dm', 'Dm', 'F', 'Am', 'Dm', 'F', 'G', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F']"
The Everly Brothers,Bird Dog,1951,"['A', 'A', 'D', 'G', 'E', 'E', 'E', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'A', 'D', 'G', 'E', 'E', 'E', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'A', 'D', 'G', 'E', 'E', 'E', 'E', 'D', 'A', 'E', 'D', 'A', 'D', 'A', 'E', 'D', 'A', 'A', 'A', 'D', 'G', 'E', 'E', 'E', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'A', 'D', 'G', 'E', 'E', 'E', 'E', 'D', 'A', 'E', 'D', 'A', 'D', 'A', 'E', 'D', 'A', 'A', 'A', 'D', 'G', 'E', 'E', 'E', 'E', 'B', 'E', 'A', 'F#', 'B', 'B', 'E', 'B', 'F#', 'E', 'B', 'E', 'A', 'F#', 'B', 'B', 'E', 'B', 'F#', 'E', 'B', 'E', 'A', 'F#', 'E', 'B', 'F#', 'E', 'B7', 'E', 'B', 'F#', 'E', 'B', 'B', 'B', 'E', 'B', 'F#', 'E', 'B', 'E', 'A', 'F#', 'E', 'B', 'F#', 'E', 'B7', 'E', 'B', 'F#', 'E', 'B']"
Fats Domino,Little Mary,1951,"['G', 'D', 'Dm7', 'C', 'E', 'C', 'F', 'C', 'F', 'Dm7', 'C', 'Gm7', 'G', 'Dm7', 'C', 'C', 'F', 'C', 'F', 'Dm7', 'C', 'G', 'Dm7', 'C', 'C', 'Dm7', 'C', 'F', 'Dm7', 'C', 'Gm7', 'G', 'Dm7', 'C', 'C', 'Dm7', 'C', 'G', 'C', 'C', 'F', 'C', 'F', 'Dm7', 'C', 'Gm7', 'G', 'F', 'C']"
Frankie Vaughan,Judy,1951,"['D', 'G', 'D7', 'G', 'G7', 'C', 'A7', 'D7', 'G', 'D7', 'G', 'G', 'G7', 'C', 'D7', 'G', 'D7', 'G']"
Perez Prado And His Orchestra,Patricia,1952,"['Am', 'Am', 'C', 'Dm', 'Em', 'Am', 'C', 'Dm', 'Em', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'G', 'Am', 'C', 'Dm', 'Em', 'Am', 'C', 'Dm', 'Em', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'G', 'D', 'F', 'C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'D', 'C', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'D', 'C', 'D']"
Bobby Darin,Splish Splash,1952,"['C', 'G7', 'C', 'F', 'C', 'G7', 'C', 'C', 'F', 'C', 'G7', 'C', 'F', 'C', 'G7', 'C', 'C', 'F', 'C', 'F', 'C', 'G7', 'F', 'C']"
Kalin Twins,When,1952,"['G', 'C', 'G', 'Em', 'G', 'G', 'D', 'C', 'C', 'G', 'C', 'G', 'Em', 'G', 'D', 'C', 'C', 'D', 'Em', 'G', 'F', 'D#', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'D', 'C', 'Em', 'G', 'C', 'G', 'D', 'C', 'C', 'Em', 'G', 'C', 'D', 'C', 'C', 'D', 'Em', 'G', 'F', 'D#', 'G', 'D#', 'F', 'Csus2', 'F', 'D#', 'F', 'Csus2', 'F', 'D#', 'F', 'Csus2', 'F', 'D#', 'F', 'G', 'D', 'C', 'D', 'C', 'Em', 'G', 'C', 'G', 'D', 'C', 'C', 'Em', 'G', 'C', 'G']"
The Coasters,Yakety Yak,1952,"['G', 'C', 'D7', 'G', 'G', 'G', 'C', 'D7', 'G', 'G', 'G', 'C', 'D7', 'G', 'G', 'G', 'C', 'D7', 'G', 'G', 'C', 'D7', 'G', 'G', 'G']"
Jack Scott,My True Love,1952,"['G', 'Em', 'C', 'D7', 'D7', 'G', 'Em', 'C', 'D7', 'D7', 'G', 'Em', 'C', 'D7', 'G', 'D7', 'G', 'G', 'Em', 'C', 'D7', 'D7', 'G', 'Em', 'C', 'D7', 'D7', 'G', 'Em', 'C', 'D7', 'D7', 'G', 'D7', 'G', 'G7', 'C', 'D7', 'G', 'Em', 'C', 'D7', 'D7', 'G', 'Em', 'C', 'D7', 'D7', 'G', 'Em', 'C', 'D7', 'D7', 'G', 'D7', 'G', 'C', 'C', 'G']"
Peggy Lee,Fever,1952,"['Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Am', 'C', 'Dm', 'Am', 'Am', 'C', 'E', 'Am', 'Bbm', 'Db', 'Ebm', 'Bbm', 'Bbm', 'Db', 'F', 'Bbm', 'Bbm', 'Db', 'Ebm', 'Bbm', 'Bbm', 'Db', 'F', 'Bbm', 'Bm', 'D', 'Em', 'Bm', 'Bm', 'D', 'F#', 'Bm', 'Bm', 'D', 'Em', 'Bm', 'Bm', 'D', 'F#', 'Bm', 'Bm', 'D', 'Em', 'Bm', 'Bm', 'D', 'F#', 'Bm', 'Bm', 'D', 'Em', 'Bm', 'Bm', 'D', 'F#', 'Bm', 'F#', 'Bm', 'F#', 'Bm', 'F#', 'Bm']"
Jimmy Clanton And His Rockets,Just A Dream,1952,"['Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'Am', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em']"
Pat Boone,If Dreams Came True,1952,"['A', 'E', 'A', 'E', 'G#m7', 'F#m7', 'A', 'E', 'A', 'E', 'A', 'E', 'G#m7', 'F#m7', 'A', 'E', 'A', 'E', 'A', 'E', 'G#m7', 'F#m7', 'A', 'E', 'E', 'Emaj7', 'F#m7', 'A', 'E', 'E', 'Emaj7', 'F#m7', 'A', 'E', 'E7', 'A', 'Am', 'E', 'E7', 'A', 'Am', 'F#7', 'Bm', 'F#m', 'C#m', 'G', 'E', 'E', 'Emaj7', 'F#m7', 'A', 'E', 'E', 'Emaj7', 'F#m7', 'A', 'E']"
The Crickets,Think It Over,1952,"['A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'E', 'A', 'A', 'G', 'E', 'D', 'D', 'C']"
Jimmie Rodgers,Secretly,1952,"['B', 'Gmaj7', 'B', 'Gmaj7', 'E', 'Em', 'Gmaj7', 'B', 'Gmaj7', 'B', 'Gmaj7', 'E', 'Em', 'G#m', 'Ebmaj/G', 'B/F#', 'C#maj/F', 'B', 'Bbm', 'F#', 'E', 'B', 'Bbm', 'C#maj', 'E', 'G#m', 'Ebmaj/G', 'E', 'Bbm', 'F', 'F#', 'Bbm', 'F', 'F#', 'Bbm/Bb', 'Fmaj/A', 'C#/G#', 'Ebmaj/G', 'C#', 'Cm', 'G#', 'F#', 'C#', 'Cm', 'Ebmaj', 'F#', 'Bbm/Bb', 'Fmaj/A', 'F#', 'C#', 'A', 'C#', 'A', 'C#', 'A', 'C#', 'A']"
